confidence	arg1	rel	arg2	enabler	attribution	text	pattern	dependencies
1.0	Only his factories in Japan and Korea , employing his followers	kept	from rifles to ginseng to expensive marble vases , kept the money flowing westward			Only his factories in Japan and Korea , employing his followers at subsistence wages and producing everything from rifles to ginseng to expensive marble vases , kept the money flowing westward .		
1.0	the money	flowing	westward			Only his factories in Japan and Korea , employing his followers at subsistence wages and producing everything from rifles to ginseng to expensive marble vases , kept the money flowing westward .		
1.0	one	feel	airborne in a picnic basket			Only when one is ascending -- or in our case descending a tad trop rapidement -- does one feel , well , airborne in a picnic basket .		
1.0	a	descending	tad trop			Only when one is ascending -- or in our case descending a tad trop rapidement -- does one feel , well , airborne in a picnic basket .		
1.0	Osamu Nagayama , deputy president of Chugai	spends	about 15 % of its sales on research and development			Osamu Nagayama , deputy president of Chugai , which spends about 15 % of its sales on research and development , was unable to pinpoint how much money Chugai would pump into Gen - Probe .		
1.0	Osamu Nagayama , deputy president of Chugai	pinpoint	how much money Chugai would pump into Gen - Probe			Osamu Nagayama , deputy president of Chugai , which spends about 15 % of its sales on research and development , was unable to pinpoint how much money Chugai would pump into Gen - Probe .		
1.0	net sales of all mutual funds , excluding money market funds , fell to $ 1.9 billion in September from $ 4.2 billion in August , the trade	fell	to $ 1.9 billion in September from $ 4.2 billion in August			Overall , net sales of all mutual funds , excluding money market funds , fell to $ 1.9 billion in September from $ 4.2 billion in August , the trade group said .		
1.0	the trade group	said	net sales of all mutual funds , excluding money market funds , fell to $ 1.9 billion in September from $ 4.2 billion in August			Overall , net sales of all mutual funds , excluding money market funds , fell to $ 1.9 billion in September from $ 4.2 billion in August , the trade group said .		
1.0	Panhandle Eastern Corp	said	it applied , on behalf of two of its subsidiaries , to the Federal Energy Regulatory Commission for permission to build a 352 - mile , $ 273 million pipeline system from Pittsburg County , Okla. , to Independence , Miss			Panhandle Eastern Corp. said it applied , on behalf of two of its subsidiaries , to the Federal Energy Regulatory Commission for permission to build a 352 - mile , $ 273 million pipeline system from Pittsburg County , Okla. , to Independence , Miss .		
1.0	Panhandle Eastern Corp	build	permission to build a 352 - mile , $ 273 million pipeline system from Pittsburg County , Okla. , to Independence , Miss			Panhandle Eastern Corp. said it applied , on behalf of two of its subsidiaries , to the Federal Energy Regulatory Commission for permission to build a 352 - mile , $ 273 million pipeline system from Pittsburg County , Okla. , to Independence , Miss .		
1.0	current management enough time to put these proceeds	put	work in a prudent manner			Pennzoil 's poison pill covers five years in order to give current management enough time to put these proceeds to work in a prudent manner .		
1.0	Pennzoil 's poison pill	covers	five years in order to give current management enough time to put these proceeds to work in a prudent manner			Pennzoil 's poison pill covers five years in order to give current management enough time to put these proceeds to work in a prudent manner .		
1.0	Pennzoil 's poison pill	give	current management enough time to put these proceeds to work in a prudent manner			Pennzoil 's poison pill covers five years in order to give current management enough time to put these proceeds to work in a prudent manner .		
1.0	Prime Minister Lee Kuan Yew	announced	his intention to retire next year -- though not necessarily to end his influence			Prime Minister Lee Kuan Yew , Singapore 's leader and one of Asia 's leading statesmen for 30 years , recently announced his intention to retire next year -- though not necessarily to end his influence .		
1.0	Prime Minister Lee Kuan Yew	retire	his influence			Prime Minister Lee Kuan Yew , Singapore 's leader and one of Asia 's leading statesmen for 30 years , recently announced his intention to retire next year -- though not necessarily to end his influence .		
1.0	Procter & Gamble Co	bring	the U.S			Procter & Gamble Co. recently introduced refillable versions of four products , including Tide and Mr. Clean , in Canada , but does n't plan to bring them to the U.S. .		
1.0	Procter & Gamble Co	introduced	refillable versions of four products , including Tide and Mr. Clean , in Canada			Procter & Gamble Co. recently introduced refillable versions of four products , including Tide and Mr. Clean , in Canada , but does n't plan to bring them to the U.S. .		
1.0	Procter & Gamble Co	plan	to bring them to the U.S			Procter & Gamble Co. recently introduced refillable versions of four products , including Tide and Mr. Clean , in Canada , but does n't plan to bring them to the U.S. .		
1.0	RISC technology	speeds	a computer by simplifying the internal software			RISC technology speeds up a computer by simplifying the internal software .		
1.0	RISC technology	simplifying	the internal software			RISC technology speeds up a computer by simplifying the internal software .		
1.0	rabbit studies reveal that RU-486	can cause	that RU-486 can cause birth defects			Rather ominously , rabbit studies reveal that RU-486 can cause birth defects , Lancet , the British medical journal , reported in 1987 .		
1.0	studies	reveal	ominously , rabbit studies reveal that RU-486 can cause birth defects			Rather ominously , rabbit studies reveal that RU-486 can cause birth defects , Lancet , the British medical journal , reported in 1987 .		
1.0	Lancet , the British medical journal	reported	in 1987			Rather ominously , rabbit studies reveal that RU-486 can cause birth defects , Lancet , the British medical journal , reported in 1987 .		
1.0	Repeat customers	can purchase	luxury items at reduced prices			Repeat customers also can purchase luxury items at reduced prices .		
1.0	Richard Newsom , a California state official	examined	last year examined Lincoln 's parent , American Continental Corp			Richard Newsom , a California state official who last year examined Lincoln 's parent , American Continental Corp. , said he also saw evidence that crimes had been committed .		
1.0	Richard Newsom , a California	said	Lincoln 's parent , American Continental Corp. , said he also saw evidence that crimes had been committed			Richard Newsom , a California state official who last year examined Lincoln 's parent , American Continental Corp. , said he also saw evidence that crimes had been committed .		
1.0	Richard Newsom , a California	saw	evidence that crimes had been committed			Richard Newsom , a California state official who last year examined Lincoln 's parent , American Continental Corp. , said he also saw evidence that crimes had been committed .		
1.0	Roger M. Marino , president	named	to the new post of vice chairman			Roger M. Marino , president , was named to the new post of vice chairman .		
1.0	its U.S. sales	remain steady	about 1,200 cars in 1990			Rolls - Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .		
1.0	Rolls - Royce Motor Cars Inc	said	it expects its U.S. sales to remain steady at about 1,200 cars in 1990			Rolls - Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .		
1.0	Rolls - Royce Motor Cars Inc. said it expects its U.S	expects	sales to remain steady at about 1,200 cars in 1990			Rolls - Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .		
1.0	Ryukichi Imai , Japan 's ambassador to Mexico	agrees	that Mexico may be too eager			Ryukichi Imai , Japan 's ambassador to Mexico , agrees that Mexico may be too eager .		
1.0	the dollar	showing	persistent strength despite a slowdown in the U.S. economy shown by economic indicators			Second , the dollar is showing persistent strength despite a slowdown in the U.S. economy shown by economic indicators .		
1.0	Sen. Mitchell	confident	he has sufficient votes to block such a measure with procedural actions			Sen. Mitchell is confident he has sufficient votes to block such a measure with procedural actions .		
1.0	Senate Appropriations Committee Chairman Robert Byrd ( D. , W.Va	resisted	deeper cuts sought by the House			Senate Appropriations Committee Chairman Robert Byrd ( D. , W.Va . ) strongly resisted deeper cuts sought by the House .		
1.0	Mercury Tracers and 220,000 1986 , 1987 and 1988 model Mazda 323s equipped with 1.6 - liter fuel - injected	equipped with 1.6 - liter fuel - injected engines to replace	1.6 - liter fuel - injected engines to replace the oil filler cap			Separately , Ford and Mazda Motor Corp. 's U.S. sales arm said they are recalling about 88,500 1988 - model Mercury Tracers and 220,000 1986 , 1987 and 1988 model Mazda 323s equipped with 1.6 - liter fuel - injected engines to replace the oil filler cap .		
1.0	Ford and Mazda Motor Corp. 's U.S. sales arm	said	they are recalling about 88,500 1988 - model Mercury Tracers and 220,000 1986 , 1987 and 1988 model Mazda 323s equipped with 1.6 - liter fuel - injected engines to replace the oil filler cap			Separately , Ford and Mazda Motor Corp. 's U.S. sales arm said they are recalling about 88,500 1988 - model Mercury Tracers and 220,000 1986 , 1987 and 1988 model Mazda 323s equipped with 1.6 - liter fuel - injected engines to replace the oil filler cap .		
1.0	Ford and Mazda Motor Corp. 's U.S. sales arm	recalling	about 88,500 1988 - model Mercury Tracers and 220,000 1986 , 1987 and 1988 model Mazda 323s equipped with 1.6 - liter fuel - injected engines to replace the oil filler cap			Separately , Ford and Mazda Motor Corp. 's U.S. sales arm said they are recalling about 88,500 1988 - model Mercury Tracers and 220,000 1986 , 1987 and 1988 model Mazda 323s equipped with 1.6 - liter fuel - injected engines to replace the oil filler cap .		
1.0	Shaw Industries	acquire	Armstrong World Industries ' carpet operations for an undisclosed price			Shaw Industries , which agreed to acquire Armstrong World Industries ' carpet operations for an undisclosed price , rose 2 1\/4 to 26 1\/8 .		
1.0	Sidley	will maintain	its association with the Hashidate Law Office in Tokyo			Sidley will maintain its association with the Hashidate Law Office in Tokyo .		
1.0	studies are expected to reveal how stroke patients ' brains	reveal how stroke patients ' brains regroup	how			Similar studies are expected to reveal how stroke patients ' brains regroup -- a first step toward finding ways to bolster that process and speed rehabilitation .		
1.0	Similar studies	expected	to reveal how stroke patients ' brains regroup -- a first step toward finding ways to bolster that process and speed rehabilitation			Similar studies are expected to reveal how stroke patients ' brains regroup -- a first step toward finding ways to bolster that process and speed rehabilitation .		
1.0	the real estate unit	includes	debt			Since the real estate unit also includes debt , the imputed value of the real estate itself is close to $ 3 billion .		
1.0	Judge O'Kicki was voted president of the Pennsylvania Conference of State Trial Judges by the state 's 400 judges	voted	Six years ago , Judge O'Kicki was voted president of the Pennsylvania Conference of State Trial Judges			Six years ago , Judge O'Kicki was voted president of the Pennsylvania Conference of State Trial Judges by the state 's 400 judges .		
1.0	a headache	can go out and walk	Sometimes , if you have a headache , you can go out and walk it right off			Sometimes , if you have a headache , you can go out and walk it right off . ''		
1.0	Soviets	remain	in charge of education programs			Soviets remain in charge of education programs , a former head of an African military tribunal for executions is in charge of culture , and a hard - line Polish communist in exile directs the human - rights and peace division .		
1.0	a hard - line Polish communist in exile	directs	the human - rights and peace division			Soviets remain in charge of education programs , a former head of an African military tribunal for executions is in charge of culture , and a hard - line Polish communist in exile directs the human - rights and peace division .		
1.0	the Dow Jones Equity Market Index	added	4.70 to 318.79			Standard & Poor 's 500 - Stock Index climbed 5.29 to 340.36 , the Dow Jones Equity Market Index added 4.70 to 318.79 and the New York Stock Exchange Composite Index climbed 2.65 to		
1.0	Standard & Poor 's 500 - Stock Index	climbed	5.29 to 340.36 , the Dow Jones Equity Market Index added 4.70 to 318.79 and			Standard & Poor 's 500 - Stock Index climbed 5.29 to 340.36 , the Dow Jones Equity Market Index added 4.70 to 318.79 and the New York Stock Exchange Composite Index climbed 2.65 to		
1.0	the New York Stock Exchange Composite Index	climbed	2.65			Standard & Poor 's 500 - Stock Index climbed 5.29 to 340.36 , the Dow Jones Equity Market Index added 4.70 to 318.79 and the New York Stock Exchange Composite Index climbed 2.65 to		
1.0	Nissan	expects	the 25 % market share that Nissan expects in 1989			Strong sales so far this year are certain to turn the tide , but even the 25 % market share that Nissan expects in 1989 will leave it far below its position at the beginning of the decade .		
1.0	Nissan	leave	far below its position at the beginning of the decade			Strong sales so far this year are certain to turn the tide , but even the 25 % market share that Nissan expects in 1989 will leave it far below its position at the beginning of the decade .		
1.0	Student job postings	slip	at Boston University slip 10 % this year following a 10 % drop in 1988			Student job postings at Boston University slip 10 % this year following a 10 % drop in 1988 .		
1.0	Student job postings at Boston University slip 10 % this year	following	a 10 % drop in 1988			Student job postings at Boston University slip 10 % this year following a 10 % drop in 1988 .		
1.0	a head nurse	oversees	up to 80 employees and $ 8 million			THE CHIEF NURSING officer can be responsible for more than 1,000 employees and at least one - third of a hospital 's budget ; a head nurse typically oversees up to 80 employees and $ 8 million .		
1.0	financial buyers such as leveraged buy - out firms	obtaining	financing			Takeover stock traders noted that with the junk - bond market in disarray , Georgia - Pacific 's bid is an indication of where the takeover game is headed : namely , industrial companies can continue bidding for one another , but financial buyers such as leveraged buy - out firms will be at a disadvantage in obtaining financing .		
1.0	stock traders	noted	with the junk - bond market in disarray , Georgia - Pacific 's bid is an indication of where the takeover game is headed : namely , industrial companies can continue bidding for one another , but financial buyers such as leveraged buy - out firms will be at a disadvantage in obtaining financing			Takeover stock traders noted that with the junk - bond market in disarray , Georgia - Pacific 's bid is an indication of where the takeover game is headed : namely , industrial companies can continue bidding for one another , but financial buyers such as leveraged buy - out firms will be at a disadvantage in obtaining financing .		
1.0	market	rebound	sharply now that the market has turned around			Technology stocks bore the brunt of the OTC market 's recent sell - off , and traders say it 's natural that they rebound sharply now that the market has turned around .		
1.0	Technology stocks	bore	the brunt of the OTC market 's recent sell - off			Technology stocks bore the brunt of the OTC market 's recent sell - off , and traders say it 's natural that they rebound sharply now that the market has turned around .		
1.0	traders	say	it 's natural that they rebound sharply now that the market has turned around			Technology stocks bore the brunt of the OTC market 's recent sell - off , and traders say it 's natural that they rebound sharply now that the market has turned around .		
1.0	That	compares	with 3.5 % butterfat for whole milk			That compares with 3.5 % butterfat for whole milk .		
1.0	The $ 150 million in senior subordinated floating - rate notes	targeted	offered at a price to float four percentage points above the three - month LIBOR			The $ 150 million in senior subordinated floating - rate notes were targeted to be offered at a price to float four percentage points above the three - month LIBOR .		
1.0	The $ 150 million in senior subordinated floating - rate notes	offered at a price to float	at a price to float four percentage points above the three - month LIBOR			The $ 150 million in senior subordinated floating - rate notes were targeted to be offered at a price to float four percentage points above the three - month LIBOR .		
1.0	The 41 - year - old Mr. Azoff	credited	turning around MCA 's once - moribund music division in his six years at the company			The 41 - year - old Mr. Azoff , a former rock 'n' roll manager , is credited with turning around MCA 's once - moribund music division in his six years at the company .		
1.0	The 41 - year - old Mr. Azoff	turning	around MCA 's once - moribund music division in his six years at the company			The 41 - year - old Mr. Azoff , a former rock 'n' roll manager , is credited with turning around MCA 's once - moribund music division in his six years at the company .		
1.0	The Chemical spokeswoman	said	the bank has examined its methodologies and internal controls			The Chemical spokeswoman said the bank has examined its methodologies and internal controls .		
1.0	the bank	examined	its methodologies and internal controls			The Chemical spokeswoman said the bank has examined its methodologies and internal controls .		
1.0	parent company ca n't recover the amount from its subsidiary if the parent company	recover the amount from its subsidiary if the parent company makes	the amount from its subsidiary if the parent company makes the payment			The Lone Star Steel lawsuit also asks the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment .		
1.0	The Lone Star Steel lawsuit	asks	the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment			The Lone Star Steel lawsuit also asks the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment .		
1.0	Star Steel lawsuit also asks the court	rule	Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment			The Lone Star Steel lawsuit also asks the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment .		
1.0	Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks	make	preflight checks that would have detected the error			The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .		
1.0	pilots	set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected	the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error			The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .		
1.0	The National Transportation Safety Board ruled that pilots	failed	to set the plane 's wing flaps and slats properly for takeoff			The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .		
1.0	The National Transportation Safety Board	ruled	that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error			The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .		
1.0	The National Transportation Safety Board	failed	to make mandatory preflight checks that would have detected the error			The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .		
1.0	The New Orleans oil and gas exploration and diving operations company	added	that it does n't expect any further adverse financial impact from the restructuring			The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring .		
1.0	The New Orleans oil and gas exploration and diving operations company	expect	any further adverse financial impact from the restructuring			The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring .		
1.0	The Second Section index	fell	36.87 points Friday			The Second Section index , which fell 36.87 points Friday , was down 21.44 points , or 0.59 % , to close at 3636.06 .		
1.0	The Second Section index	close	3636.06			The Second Section index , which fell 36.87 points Friday , was down 21.44 points , or 0.59 % , to close at 3636.06 .		
1.0	The Soviets	complicated	the issue by offering to include light tanks , which are as light as 10 tons			The Soviets complicated the issue by offering to include light tanks , which are as light as 10 tons .		
1.0	The Soviets	offering	to include light tanks , which are as light as 10 tons			The Soviets complicated the issue by offering to include light tanks , which are as light as 10 tons .		
1.0	The U.S. market	dominated	a giant , International Business Machines Corp			The U.S. market , too , is dominated by a giant , International Business Machines Corp .		
1.0	The basket product	supported	slow start , is being supported by some big brokerage firms			The basket product , while it has got off to a slow start , is being supported by some big brokerage firms -- another member of Mr. Phelan 's splintered constituency .		
1.0	The campaign	mention	cigarettes or smoking			The campaign , a patriotic celebration of the 200th anniversary of the Bill of Rights , does n't mention cigarettes or smoking ; cigarette ads have been prohibited on television since 1971 .		
1.0	cigarette ads	prohibited	on television since 1971			The campaign , a patriotic celebration of the 200th anniversary of the Bill of Rights , does n't mention cigarettes or smoking ; cigarette ads have been prohibited on television since 1971 .		
1.0	Landmark Tower	completed	in 1993			The centerpiece of that complex , the Landmark Tower , will be Japan 's tallest building when it is completed in 1993 .		
1.0	The company	said	the fastener business `` has been under severe cost pressures for some time .			The company said the fastener business `` has been under severe cost pressures for some time . ''		
1.0	The conviction	stemmed	federal charges of consumer fraud for sale of phony infant apple juice between 1978 and 1983			The conviction stemmed from federal charges of consumer fraud for sale of phony infant apple juice between 1978 and 1983 .		
1.0	The discount rate on three - month Treasury bills	rose	slightly from the average rate at Monday 's auction to 7.79 % for a bond - equivalent yield of 8.04			The discount rate on three - month Treasury bills rose slightly from the average rate at Monday 's auction to 7.79 % for a bond - equivalent yield of 8.04 % .		
1.0	The dollar	drew	strength from the stock market 's climb			The dollar drew strength from the stock market 's climb .		
1.0	lawsuits that might have been barred because they were filed too late	barred because they were filed too late could proceed	because of the one - year extension			The effect is that lawsuits that might have been barred because they were filed too late could proceed because of the one - year extension .		
1.0	lawsuits	filed	too late			The effect is that lawsuits that might have been barred because they were filed too late could proceed because of the one - year extension .		
1.0	The executives	profited	handsomely by building American National Can Co. , Triangle 's chief asset			The executives had profited handsomely by building American National Can Co. , Triangle 's chief asset .		
1.0	The executives	building	American National Can Co. , Triangle 's chief asset			The executives had profited handsomely by building American National Can Co. , Triangle 's chief asset .		
1.0	The field	took	in 1985 after scientists at Britain 's Sheffield University developed a handy , compact magnet for brain stimulation			The field took off in 1985 after scientists at Britain 's Sheffield University developed a handy , compact magnet for brain stimulation .		
1.0	scientists at Britain 's Sheffield University	developed	a handy , compact magnet for brain stimulation			The field took off in 1985 after scientists at Britain 's Sheffield University developed a handy , compact magnet for brain stimulation .		
1.0	The fitness craze itself has gone soft , the survey	gone	soft			The fitness craze itself has gone soft , the survey found .		
1.0	The forest - products concern	has	about 38 million shares outstanding			The forest - products concern currently has about 38 million shares outstanding .		
1.0	The government	hurt	last week 's shake - up in Mrs. Thatcher 's cabinet			The government , already buffeted by high interest rates and a slowing economy , has been badly hurt by last week 's shake - up in Mrs. Thatcher 's cabinet .		
1.0	The government	buffeted	high interest rates and a slowing economy			The government , already buffeted by high interest rates and a slowing economy , has been badly hurt by last week 's shake - up in Mrs. Thatcher 's cabinet .		
1.0	The issue	backed	a 12 % letter of credit from Credit Suisse			The issue is backed by a 12 % letter of credit from Credit Suisse .		
1.0	IBM	tapped	the corporate debt market was in April 1988			The last time IBM tapped the corporate debt market was in April 1988 , when it offered $ 500 million of debt securities .		
1.0	IBM	offered	in April 1988 , when it offered $ 500 million of debt securities			The last time IBM tapped the corporate debt market was in April 1988 , when it offered $ 500 million of debt securities .		
1.0	The latest 10 - year notes	ended	at about 100 16\/32 to yield 7.90			The latest 10 - year notes ended at about 100 16\/32 to yield 7.90 % , compared with 100 11\/32 to yield 7.93 % on Friday .		
1.0	The latest 10 - year notes	compared	100 11\/32 to yield 7.93 % on Friday			The latest 10 - year notes ended at about 100 16\/32 to yield 7.90 % , compared with 100 11\/32 to yield 7.93 % on Friday .		
1.0	The market 's tempo	helped	by the dollar 's resiliency			The market 's tempo was helped by the dollar 's resiliency , he said .		
1.0	The offering	priced	with an 8.95 % coupon rate at 99.1875 % to yield 9.19			The offering was priced with an 8.95 % coupon rate at 99.1875 % to yield 9.19 % .		
1.0	The offering	yield	19			The offering was priced with an 8.95 % coupon rate at 99.1875 % to yield 9.19 % .		
1.0	The office	advise	foreign and multinational clients on international law and general matters			The office may also be able to advise foreign and multinational clients on international law and general matters .		
1.0	The operative definition of newsworthiness	will favor	virtually unrestrained use of personal , sensitive and intimate facts			The operative definition of newsworthiness will favor virtually unrestrained use of personal , sensitive and intimate facts .		
1.0	one analyst	estimated	that it was $ 150 million			The price was n't disclosed but one analyst estimated that it was $ 150 million .		
1.0	corn , soybean and wheat futures contracts dropped slightly as farmers in the Midwest	rebuild	stockpiles that were depleted by the 1988 drought			The prices of most corn , soybean and wheat futures contracts dropped slightly as farmers in the Midwest continued to rebuild stockpiles that were depleted by the 1988 drought .		
1.0	The prices of most corn , soybean and wheat futures contracts	dropped	slightly as farmers in the Midwest continued to rebuild stockpiles that were depleted by the 1988 drought			The prices of most corn , soybean and wheat futures contracts dropped slightly as farmers in the Midwest continued to rebuild stockpiles that were depleted by the 1988 drought .		
1.0	corn	continued	farmers in the Midwest continued to rebuild stockpiles that were depleted by the 1988 drought			The prices of most corn , soybean and wheat futures contracts dropped slightly as farmers in the Midwest continued to rebuild stockpiles that were depleted by the 1988 drought .		
1.0	The senior subordinated debentures maturing in 2004	targeted	to be offered at a yield of between 12 5\/8 % to 12 3\/4			The senior subordinated debentures maturing in 2004 are targeted to be offered at a yield of between 12 5\/8 % to 12 3\/4 % .		
1.0	The senior subordinated debentures	maturing in 2004 are targeted to be offered	in 2004 are targeted to be offered at a yield of			The senior subordinated debentures maturing in 2004 are targeted to be offered at a yield of between 12 5\/8 % to 12 3\/4 % .		
1.0	The share price	languishing	at about 400 pence before Ford 's Sept. 19 announcement of its interest in a minority stake			The share price was languishing at about 400 pence before Ford 's Sept. 19 announcement of its interest in a minority stake .		
1.0	The surprise announcement	came	after the IRS broke off negotiations with Mr. Hunt on a settlement of the one - time tycoon 's personal bankruptcy case			The surprise announcement came after the IRS broke off negotiations with Mr. Hunt on a settlement of the one - time tycoon 's personal bankruptcy case .		
1.0	the IRS	broke	off negotiations with Mr. Hunt on a settlement of the one - time tycoon 's personal bankruptcy case			The surprise announcement came after the IRS broke off negotiations with Mr. Hunt on a settlement of the one - time tycoon 's personal bankruptcy case .		
1.0	The tax	raised	less than one billion marks ( $ 545.3 million ) annually in recent years			The tax has raised less than one billion marks ( $ 545.3 million ) annually in recent years , but the government has been reluctant to abolish the levy for budgetary concerns .		
1.0	the government	reluctant to abolish	the levy for budgetary concerns			The tax has raised less than one billion marks ( $ 545.3 million ) annually in recent years , but the government has been reluctant to abolish the levy for budgetary concerns .		
1.0	The two leaders	sweeping	changes sweeping the East bloc			The two leaders are expected to discuss changes sweeping the East bloc as well as human - rights issues , regional disputes and economic cooperation .		
1.0	The two leaders	expected	to discuss changes sweeping the East bloc as well as human - rights issues , regional disputes and economic cooperation			The two leaders are expected to discuss changes sweeping the East bloc as well as human - rights issues , regional disputes and economic cooperation .		
1.0	The two leaders	discuss	changes sweeping the East bloc as well as human - rights issues , regional disputes and economic cooperation			The two leaders are expected to discuss changes sweeping the East bloc as well as human - rights issues , regional disputes and economic cooperation .		
1.0	The two sides	discussing	certain business ventures involving cable rights to Columbia 's movies			The two sides are also discussing certain business ventures involving cable rights to Columbia 's movies .		
1.0	certain business ventures	involving	cable rights to Columbia 's movies			The two sides are also discussing certain business ventures involving cable rights to Columbia 's movies .		
1.0	They claim to have busted spirits , poltergeists and other spooks	busted	in hundreds of houses around the country			They claim to have busted spirits , poltergeists and other spooks in hundreds of houses around the country .		
1.0	This	involves	trade - offs and { it } cuts against the grain of existing consumer and even provider conceptions of what is ` necessary			This involves trade - offs and { it } cuts against the grain of existing consumer and even provider conceptions of what is ` necessary . ' ''		
1.0	This is the U.N. group	managed	to traduce its own charter of promoting education , science and culture			This is the U.N. group that managed to traduce its own charter of promoting education , science and culture .		
1.0	the U.N. group	traduce its own charter of promoting	its own charter of promoting education , science and culture			This is the U.N. group that managed to traduce its own charter of promoting education , science and culture .		
1.0	investment bankers		disruptions in their clients ' portfolios			This provision met early and strong resistance from investment bankers worried about disruptions in their clients ' portfolios .		
1.0	This provision	met	early			This provision met early and strong resistance from investment bankers worried about disruptions in their clients ' portfolios .		
1.0	investment bankers	worried	about disruptions in their clients ' portfolios			This provision met early and strong resistance from investment bankers worried about disruptions in their clients ' portfolios .		
1.0	New York City	announced	This week , New York City announced a 10 - point policy patterned on the federal bill of rights for taxpayers			This week , New York City announced a 10 - point policy patterned on the federal bill of rights for taxpayers .		
1.0	a 10 - point policy	patterned	on the federal bill of rights for taxpayers			This week , New York City announced a 10 - point policy patterned on the federal bill of rights for taxpayers .		
1.0	Courtaulds	keep	its institutional shareholders happy			Though Mr. Packer has since sold his stake , Courtaulds is moving to keep its institutional shareholders happy .		
1.0	Mr. Packer	sold	his stake			Though Mr. Packer has since sold his stake , Courtaulds is moving to keep its institutional shareholders happy .		
1.0	Courtaulds	moving	to keep its institutional shareholders happy			Though Mr. Packer has since sold his stake , Courtaulds is moving to keep its institutional shareholders happy .		
1.0	one candidate	avoid a runoff , one candidate would have to win	a runoff , one candidate would have to win 50 % of the vote			To avoid a runoff , one candidate would have to win 50 % of the vote -- a feat that most analysts consider impossible with so many candidates running .		
1.0	most analysts	consider	impossible with so many candidates running			To avoid a runoff , one candidate would have to win 50 % of the vote -- a feat that most analysts consider impossible with so many candidates running .		
1.0	jewelry makers such as Crystal Brands Inc. 's Trifari and Monet units and Swank Inc	launching	To increase their share of that business , jewelry makers such as Crystal Brands Inc. 's Trifari and Monet units and Swank Inc. , maker of Anne Klein jewelry , are launching new lines with as much			To increase their share of that business , jewelry makers such as Crystal Brands Inc. 's Trifari and Monet units and Swank Inc. , maker of Anne Klein jewelry , are launching new lines with as much fanfare as the fragrance companies .		
1.0	each index	based	the close of 1969 equaling 100			To make them directly comparable , each index is based on the close of 1969 equaling 100 .		
1.0	the close of 1969	equaling	100			To make them directly comparable , each index is based on the close of 1969 equaling 100 .		
1.0	no government entities , including the EPA	pursuing	UV - B measurements			To my knowledge , no government entities , including the EPA , are pursuing UV - B measurements .		
1.0	Tom Panelli	using	300			Tom Panelli had a perfectly good reason for not using the $ 300 rowing machine he bought three years ago .		
1.0	Tom Panelli	bought	the $ 300 rowing machine he bought three years ago			Tom Panelli had a perfectly good reason for not using the $ 300 rowing machine he bought three years ago .		
1.0	USG Corp	sell	its headquarters building here to Manufacturers Life Insurance Co. of Toronto			USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .		
1.0	USG Corp	agreed	to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto			USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .		
